"id","brks","type","acc"
"3_4",11203,"Model","Accurate"
"3_4",11291,"Model","Accurate Duplicate"
"3_4",11302,"Model","Accurate Duplicate"
"3_4",11902,"Model","Accurate"
"3_4",11999,"Model","Accurate"
"3_4",12099,"Model","Accurate Duplicate"
"3_4",12111,"Model","Accurate Duplicate"
"3_4",12299,"Model","Accurate"
"3_4",12404,"Model","Accurate"
"3_4",12499,"Model","Accurate"
"3_4",12605,"Model","Accurate"
"3_4",12719,"Model","Accurate"
"3_4",12896,"Model","Accurate"
"3_4",13001,"Model","Accurate"
"3_4",13502,"Model","Accurate"
"3_4",13598,"Model","Accurate"
"3_4",13804,"Model","Accurate"
"3_4",13912,"Model","Accurate"
"3_4",14100,"Model","Accurate"
"3_4",14200,"Model","Accurate"
"3_4",14303,"Model","Accurate"
"3_4",14904,"Model","Accurate"
"3_4",15001,"Model","Accurate"
"3_4",15202,"Model","Accurate"
"3_4",15301,"Model","Accurate"
"3_4",15402,"Model","Accurate"
"3_4",15603,"Model","Accurate"
"3_4",15699,"Model","Accurate"
"3_4",15817,"Model","Accurate"
"3_4",16000,"Model","Accurate"
"3_4",16199,"Model","Accurate"
"3_4",16305,"Model","Accurate"
"3_4",16400,"Model","Accurate"
"3_4",16502,"Model","Accurate"
"3_4",16702,"Model","Accurate"
"3_4",16803,"Model","Accurate"
"3_4",16910,"Model","Accurate"
"3_4",16998,"Model","Accurate"
"3_4",17201,"Model","Accurate"
"3_4",17303,"Model","Accurate"
"3_4",17405,"Model","Accurate"
"3_4",17502,"Model","Accurate"
"3_4",17805,"Model","Accurate"
"3_4",18002,"Model","Accurate"
"3_4",18096,"Model","Inaccurate"
"3_4",18202,"Model","Accurate"
"3_4",18300,"Model","Accurate"
"3_4",18503,"Model","Accurate"
"3_4",18597,"Model","Accurate Duplicate"
"3_4",18605,"Model","Accurate Duplicate"
"3_4",18706,"Model","Accurate"
"3_4",18876,"Model","Inaccurate"
"3_4",18910,"Model","Accurate"
"3_4",19104,"Model","Accurate Duplicate"
"3_4",19105,"Model","Accurate Duplicate"
"3_4",19200,"Model","Accurate"
"3_4",19297,"Model","Accurate"
"3_4",19404,"Model","Accurate"
"3_4",19505,"Model","Accurate"
"3_4",19591,"Model","Accurate"
"3_4",19811,"Model","Accurate"
"3_4",19901,"Model","Accurate"
"3_4",19995,"Model","Accurate Duplicate"
"3_4",20008,"Model","Accurate Duplicate"
"3_4",20106,"Model","Accurate"
"3_4",20197,"Model","Accurate"
"3_4",20401,"Model","Accurate Duplicate"
"3_4",20414,"Model","Accurate Duplicate"
"3_4",20503,"Model","Accurate"
"3_4",20705,"Model","Accurate"
"3_4",21005,"Model","Accurate"
"3_4",21100,"Model","Accurate"
"3_4",21302,"Model","Accurate"
"3_4",21412,"Model","Accurate"
"3_4",21505,"Model","Accurate"
"3_4",21600,"Model","Accurate"
"3_4",21803,"Model","Accurate"
"3_4",21996,"Model","Accurate"
"3_4",22103,"Model","Accurate"
"3_4",22301,"Model","Accurate"
"3_4",22403,"Model","Accurate"
"3_4",22609,"Model","Accurate"
"3_4",22701,"Model","Accurate"
"3_4",22800,"Model","Accurate"
"3_4",22900,"Model","Accurate"
"3_4",23404,"Model","Accurate"
"3_4",23505,"Model","Accurate"
"3_4",23606,"Model","Accurate"
"3_4",24098,"Model","Accurate"
"3_4",24191,"Model","Accurate"
"3_4",24304,"Model","Accurate"
"3_4",24416,"Model","Accurate"
"3_4",24601,"Model","Accurate"
"3_4",24903,"Model","Accurate"
"3_4",25402,"Model","Accurate"
"3_4",25806,"Model","Accurate"
"3_4",25896,"Model","Accurate"
"3_4",26100,"Model","Accurate"
"3_4",26295,"Model","Accurate"
"3_4",26404,"Model","Accurate"
"3_4",26481,"Model","Accurate"
"3_4",26502,"Model","Accurate"
"3_4",26905,"Model","Accurate"
"3_4",27001,"Model","Accurate"
"3_4",27304,"Model","Accurate"
"3_4",27402,"Model","Accurate"
"3_4",27605,"Model","Accurate Duplicate"
"3_4",27613,"Model","Accurate Duplicate"
"3_4",27702,"Model","Accurate"
"3_4",27809,"Model","Accurate"
"3_4",28002,"Model","Accurate"
"3_4",28403,"Model","Accurate"
"3_4",28496,"Model","Accurate"
"3_4",28697,"Model","Accurate"
"3_4",28810,"Model","Accurate"
"3_4",29299,"Model","Accurate"
"3_4",29402,"Model","Accurate"
"3_4",29702,"Model","Accurate"
"3_4",29901,"Model","Accurate"
"3_4",30103,"Model","Accurate"
"3_4",30499,"Model","Accurate"
"3_4",30607,"Model","Accurate"
"3_4",30801,"Model","Accurate"
"3_4",30906,"Model","Accurate"
"3_4",31005,"Model","Accurate"
"3_4",31112,"Model","Accurate"
"3_4",31207,"Model","Accurate"
"3_4",31302,"Model","Accurate"
"3_4",31493,"Model","Accurate"
"3_4",32202,"Model","Accurate"
"3_4",32296,"Model","Accurate Duplicate"
"3_4",32298,"Model","Accurate Duplicate"
"3_4",32303,"Model","Accurate Duplicate"
"3_4",32503,"Model","Accurate"
"3_4",32600,"Model","Accurate"
"3_4",33098,"Model","Accurate"
"3_4",33206,"Model","Accurate"
"3_4",33296,"Model","Accurate"
"3_4",34202,"Model","Accurate"
"3_4",34301,"Model","Accurate"
"3_4",34508,"Model","Accurate"
"3_4",34593,"Model","Accurate"
"3_4",34699,"Model","Accurate"
"3_4",34790,"Model","Accurate"
"3_4",34901,"Model","Accurate"
"3_4",35001,"Model","Accurate"
"3_4",35205,"Model","Accurate"
"3_4",35289,"Model","Accurate Duplicate"
"3_4",35300,"Model","Accurate Duplicate"
"3_4",35307,"Model","Accurate Duplicate"
"3_4",35705,"Model","Accurate"
"3_4",35799,"Model","Accurate"
"3_4",35999,"Model","Accurate"
"3_4",36106,"Model","Accurate"
"3_4",36207,"Model","Accurate"
"3_4",36402,"Model","Accurate"
"3_4",36502,"Model","Accurate"
"3_4",36602,"Model","Accurate"
"3_4",36900,"Model","Accurate"
"3_4",36996,"Model","Accurate"
"3_4",37160,"Model","Inaccurate"
"3_4",37216,"Model","Accurate"
"3_4",37307,"Model","Accurate"
"3_4",37451,"Model","Inaccurate Duplicate"
"3_4",37458,"Model","Inaccurate Duplicate"
"3_4",37600,"Model","Accurate Duplicate"
"3_4",37602,"Model","Accurate Duplicate"
"3_4",37704,"Model","Accurate"
"3_4",37800,"Model","Accurate"
"3_4",37903,"Model","Accurate"
"3_4",38008,"Model","Accurate"
"3_4",38089,"Model","Accurate"
"3_4",38200,"Model","Accurate"
"3_4",38301,"Model","Accurate"
"3_4",38803,"Model","Accurate"
"3_4",38902,"Model","Accurate"
"3_4",39002,"Model","Accurate"
"3_4",39098,"Model","Accurate"
"3_4",39208,"Model","Accurate"
"3_4",39500,"Model","Accurate Duplicate"
"3_4",39514,"Model","Accurate Duplicate"
"3_4",39805,"Model","Accurate"
"3_4",39904,"Model","Accurate"
"3_4",40098,"Model","Accurate"
"3_4",40507,"Model","Accurate"
"3_4",40537,"Model","Inaccurate"
"3_4",40604,"Model","Accurate"
"3_4",40799,"Model","Accurate"
"3_4",40901,"Model","Accurate Duplicate"
"3_4",40916,"Model","Accurate Duplicate"
"3_4",41006,"Model","Accurate"
"3_4",41300,"Model","Accurate"
"3_4",41401,"Model","Accurate"
"3_4",41598,"Model","Accurate"
"3_4",41706,"Model","Accurate"
"3_4",41797,"Model","Accurate Duplicate"
"3_4",41803,"Model","Accurate Duplicate"
"3_4",42207,"Model","Accurate"
"3_4",42396,"Model","Accurate"
"3_4",42705,"Model","Accurate"
"3_4",42800,"Model","Accurate"
"3_4",43205,"Model","Accurate"
"3_4",43304,"Model","Accurate"
"3_4",43603,"Model","Accurate"
"3_4",43801,"Model","Accurate"
"3_4",44100,"Model","Accurate"
"3_4",44203,"Model","Accurate"
"3_4",44308,"Model","Accurate"
"3_4",44503,"Model","Accurate"
"3_4",44616,"Model","Inaccurate"
"3_4",44794,"Model","Accurate Duplicate"
"3_4",44808,"Model","Accurate Duplicate"
"3_4",45202,"Model","Accurate"
"3_4",45707,"Model","Accurate"
"3_4",45802,"Model","Accurate Duplicate"
"3_4",45803,"Model","Accurate Duplicate"
"3_4",45902,"Model","Accurate"
"3_4",46105,"Model","Accurate"
"3_4",46304,"Model","Accurate"
"3_4",46342,"Model","Inaccurate"
"3_4",46509,"Model","Accurate"
"3_4",46799,"Model","Accurate"
"3_4",46869,"Model","Inaccurate"
"3_4",46905,"Model","Accurate Duplicate"
"3_4",46912,"Model","Accurate Duplicate"
"3_4",46988,"Model","Accurate"
"3_4",47015,"Model","Accurate"
"3_4",47090,"Model","Accurate Duplicate"
"3_4",47102,"Model","Accurate Duplicate"
"3_4",47303,"Model","Accurate"
"3_4",47599,"Model","Accurate"
"3_4",47702,"Model","Accurate"
"3_4",47803,"Model","Accurate Duplicate"
"3_4",47812,"Model","Accurate Duplicate"
"3_4",47899,"Model","Accurate"
"3_4",48106,"Model","Accurate"
"3_4",48299,"Model","Accurate"
"3_4",48405,"Model","Accurate"
"3_4",48504,"Model","Accurate Duplicate"
"3_4",48508,"Model","Accurate Duplicate"
"3_4",48804,"Model","Accurate"
"3_4",49002,"Model","Accurate"
"3_4",49198,"Model","Accurate"
"3_4",49302,"Model","Accurate"
"3_4",49398,"Model","Accurate"
"3_4",49500,"Model","Accurate Duplicate"
"3_4",49503,"Model","Accurate Duplicate"
"3_4",49711,"Model","Accurate"
"3_4",49791,"Model","Accurate Duplicate"
"3_4",49811,"Model","Accurate Duplicate"
"3_4",49897,"Model","Accurate"
"4_4",100,"True","True"
"4_4",300,"True","True"
"4_4",400,"True","True"
"4_4",500,"True","True"
"4_4",1000,"True","True"
"4_4",1100,"True","True"
"4_4",1400,"True","True"
"4_4",1500,"True","True"
"4_4",1700,"True","True"
"4_4",1800,"True","True"
"4_4",1900,"True","True"
"4_4",2000,"True","True"
"4_4",2400,"True","True"
"4_4",2600,"True","True"
"4_4",2800,"True","True"
"4_4",3000,"True","True"
"4_4",3100,"True","True"
"4_4",3300,"True","True"
"4_4",3400,"True","True"
"4_4",3500,"True","True"
"4_4",3600,"True","True"
"4_4",3700,"True","True"
"4_4",3800,"True","True"
"4_4",3900,"True","True"
"4_4",4200,"True","True"
"4_4",4300,"True","True"
"4_4",4400,"True","True"
"4_4",4500,"True","True"
"4_4",4700,"True","True"
"4_4",5000,"True","True"
"4_4",5300,"True","True"
"4_4",5400,"True","True"
"4_4",5500,"True","True"
"4_4",5600,"True","True"
"4_4",5700,"True","True"
"4_4",6000,"True","True"
"4_4",6100,"True","True"
"4_4",6200,"True","True"
"4_4",6300,"True","True"
"4_4",6400,"True","True"
"4_4",6500,"True","True"
"4_4",6600,"True","True"
"4_4",6700,"True","True"
"4_4",6800,"True","True"
"4_4",7200,"True","True"
"4_4",7300,"True","True"
"4_4",7600,"True","True"
"4_4",7800,"True","True"
"4_4",8000,"True","True"
"4_4",8100,"True","True"
"4_4",8200,"True","True"
"4_4",8400,"True","True"
"4_4",8500,"True","True"
"4_4",8600,"True","True"
"4_4",8800,"True","True"
"4_4",9200,"True","True"
"4_4",9400,"True","True"
"4_4",9500,"True","True"
"4_4",9600,"True","True"
"4_4",10000,"True","True"
"4_4",10200,"True","True"
"4_4",10300,"True","True"
"4_4",10400,"True","True"
"4_4",10500,"True","True"
"4_4",10600,"True","True"
"4_4",10800,"True","True"
"4_4",10900,"True","True"
"4_4",11000,"True","True"
"4_4",11100,"True","True"
"4_4",11500,"True","True"
"4_4",11700,"True","True"
"4_4",11800,"True","True"
"4_4",12000,"True","True"
"4_4",12100,"True","True"
"4_4",12300,"True","True"
"4_4",12400,"True","True"
"4_4",12500,"True","True"
"4_4",12600,"True","True"
"4_4",12700,"True","True"
"4_4",12800,"True","True"
"4_4",12900,"True","True"
"4_4",13000,"True","True"
"4_4",13100,"True","True"
"4_4",13200,"True","True"
"4_4",13500,"True","True"
"4_4",13600,"True","True"
"4_4",13700,"True","True"
"4_4",13900,"True","True"
"4_4",14100,"True","True"
"4_4",14200,"True","True"
"4_4",14300,"True","True"
"4_4",14400,"True","True"
"4_4",14500,"True","True"
"4_4",14700,"True","True"
"4_4",14900,"True","True"
"4_4",15000,"True","True"
"4_4",15500,"True","True"
"4_4",15700,"True","True"
"4_4",15900,"True","True"
"4_4",16000,"True","True"
"4_4",16100,"True","True"
"4_4",16200,"True","True"
"4_4",16400,"True","True"
"4_4",16500,"True","True"
"4_4",16600,"True","True"
"4_4",16700,"True","True"
"4_4",16900,"True","True"
"4_4",17000,"True","True"
"4_4",17200,"True","True"
"4_4",17400,"True","True"
"4_4",18400,"True","True"
"4_4",18500,"True","True"
"4_4",18600,"True","True"
"4_4",18900,"True","True"
"4_4",19000,"True","True"
"4_4",19100,"True","True"
"4_4",19200,"True","True"
"4_4",19300,"True","True"
"4_4",19400,"True","True"
"4_4",19500,"True","True"
"4_4",19600,"True","True"
"4_4",19700,"True","True"
"4_4",19900,"True","True"
"4_4",20000,"True","True"
"4_4",20100,"True","True"
"4_4",20200,"True","True"
"4_4",20700,"True","True"
"4_4",20800,"True","True"
"4_4",21000,"True","True"
"4_4",21100,"True","True"
"4_4",21400,"True","True"
"4_4",21600,"True","True"
"4_4",21800,"True","True"
"4_4",22000,"True","True"
"4_4",22300,"True","True"
"4_4",22400,"True","True"
"4_4",22600,"True","True"
"4_4",22700,"True","True"
"4_4",22800,"True","True"
"4_4",22900,"True","True"
"4_4",23100,"True","True"
"4_4",23400,"True","True"
"4_4",23600,"True","True"
"4_4",23800,"True","True"
"4_4",23900,"True","True"
"4_4",24000,"True","True"
"4_4",24100,"True","True"
"4_4",24500,"True","True"
"4_4",24600,"True","True"
"4_4",24700,"True","True"
"4_4",24800,"True","True"
"4_4",24900,"True","True"
"4_4",25000,"True","True"
"4_4",25100,"True","True"
"4_4",25200,"True","True"
"4_4",25300,"True","True"
"4_4",25600,"True","True"
"4_4",25700,"True","True"
"4_4",25800,"True","True"
"4_4",26300,"True","True"
"4_4",26700,"True","True"
"4_4",26900,"True","True"
"4_4",27000,"True","True"
"4_4",27300,"True","True"
"4_4",27700,"True","True"
"4_4",27800,"True","True"
"4_4",27900,"True","True"
"4_4",28000,"True","True"
"4_4",28100,"True","True"
"4_4",28400,"True","True"
"4_4",28600,"True","True"
"4_4",28900,"True","True"
"4_4",29000,"True","True"
"4_4",29100,"True","True"
"4_4",29400,"True","True"
"4_4",29600,"True","True"
"4_4",29800,"True","True"
"4_4",29900,"True","True"
"4_4",30000,"True","True"
"4_4",30100,"True","True"
"4_4",30200,"True","True"
"4_4",30400,"True","True"
"4_4",30700,"True","True"
"4_4",31300,"True","True"
"4_4",31400,"True","True"
"4_4",31500,"True","True"
"4_4",31600,"True","True"
"4_4",31700,"True","True"
"4_4",31800,"True","True"
"4_4",32100,"True","True"
"4_4",32200,"True","True"
"4_4",32500,"True","True"
"4_4",32600,"True","True"
"4_4",32700,"True","True"
"4_4",32800,"True","True"
"4_4",32900,"True","True"
"4_4",33000,"True","True"
"4_4",33200,"True","True"
"4_4",33300,"True","True"
"4_4",33500,"True","True"
"4_4",33600,"True","True"
"4_4",33700,"True","True"
"4_4",33800,"True","True"
"4_4",33900,"True","True"
"4_4",34000,"True","True"
"4_4",34300,"True","True"
"4_4",34400,"True","True"
"4_4",34600,"True","True"
"4_4",34700,"True","True"
"4_4",34900,"True","True"
"4_4",35100,"True","True"
"4_4",35300,"True","True"
"4_4",35400,"True","True"
"4_4",35500,"True","True"
"4_4",35600,"True","True"
"4_4",35700,"True","True"
"4_4",35800,"True","True"
"4_4",35900,"True","True"
"4_4",36000,"True","True"
"4_4",36700,"True","True"
"4_4",36800,"True","True"
"4_4",37000,"True","True"
"4_4",37400,"True","True"
"4_4",37600,"True","True"
"4_4",37800,"True","True"
"4_4",37900,"True","True"
"4_4",38100,"True","True"
"4_4",38300,"True","True"
"4_4",38400,"True","True"
"4_4",38500,"True","True"
"4_4",38600,"True","True"
"4_4",38700,"True","True"
"4_4",38800,"True","True"
"4_4",38900,"True","True"
"4_4",39000,"True","True"
"4_4",39300,"True","True"
"4_4",39500,"True","True"
"4_4",40000,"True","True"
"4_4",40100,"True","True"
"4_4",40300,"True","True"
"4_4",40500,"True","True"
"4_4",40600,"True","True"
"4_4",40700,"True","True"
"4_4",40900,"True","True"
"4_4",41000,"True","True"
"4_4",41100,"True","True"
"4_4",41600,"True","True"
"4_4",41700,"True","True"
"4_4",41800,"True","True"
"4_4",42200,"True","True"
"4_4",42400,"True","True"
"4_4",43200,"True","True"
"4_4",43300,"True","True"
"4_4",43400,"True","True"
"4_4",43700,"True","True"
"4_4",43800,"True","True"
"4_4",43900,"True","True"
"4_4",44100,"True","True"
"4_4",44300,"True","True"
"4_4",44700,"True","True"
"4_4",44800,"True","True"
"4_4",44900,"True","True"
"4_4",45100,"True","True"
"4_4",45200,"True","True"
"4_4",45300,"True","True"
"4_4",45500,"True","True"
"4_4",45900,"True","True"
"4_4",46100,"True","True"
"4_4",46300,"True","True"
"4_4",46600,"True","True"
"4_4",46700,"True","True"
"4_4",46800,"True","True"
"4_4",46900,"True","True"
"4_4",47000,"True","True"
"4_4",47100,"True","True"
"4_4",47200,"True","True"
"4_4",47300,"True","True"
"4_4",47400,"True","True"
"4_4",47500,"True","True"
"4_4",47600,"True","True"
"4_4",47800,"True","True"
"4_4",47900,"True","True"
"4_4",48100,"True","True"
"4_4",48200,"True","True"
"4_4",48300,"True","True"
"4_4",48400,"True","True"
"4_4",48600,"True","True"
"4_4",48800,"True","True"
"4_4",49300,"True","True"
"4_4",49400,"True","True"
"4_4",49500,"True","True"
"4_4",49600,"True","True"
"4_4",49900,"True","True"
"4_4",107,"Model","Accurate"
"4_4",301,"Model","Accurate"
"4_4",410,"Model","Accurate"
"4_4",502,"Model","Accurate"
"4_4",999,"Model","Accurate"
"4_4",1102,"Model","Accurate"
"4_4",1397,"Model","Accurate"
"4_4",1504,"Model","Accurate"
"4_4",1707,"Model","Accurate"
"4_4",1805,"Model","Accurate"
"4_4",1902,"Model","Accurate"
"4_4",2001,"Model","Accurate"
"4_4",2398,"Model","Accurate"
"4_4",2603,"Model","Accurate"
"4_4",2803,"Model","Accurate"
"4_4",3001,"Model","Accurate"
"4_4",3106,"Model","Accurate"
"4_4",3307,"Model","Accurate"
"4_4",3398,"Model","Accurate Duplicate"
"4_4",3401,"Model","Accurate Duplicate"
"4_4",3501,"Model","Accurate"
"4_4",3597,"Model","Accurate"
"4_4",3703,"Model","Accurate"
"4_4",3801,"Model","Accurate"
"4_4",3905,"Model","Accurate"
"4_4",4207,"Model","Accurate"
"4_4",4303,"Model","Accurate"
"4_4",4401,"Model","Accurate"
"4_4",4498,"Model","Accurate"
"4_4",4702,"Model","Accurate"
"4_4",4998,"Model","Accurate"
"4_4",5302,"Model","Accurate"
"4_4",5406,"Model","Accurate"
"4_4",5494,"Model","Accurate Duplicate"
"4_4",5506,"Model","Accurate Duplicate"
"4_4",5599,"Model","Accurate"
"4_4",5699,"Model","Accurate"
"4_4",5997,"Model","Accurate"
"4_4",6096,"Model","Accurate"
"4_4",6208,"Model","Accurate"
"4_4",6295,"Model","Accurate"
"4_4",6404,"Model","Accurate"
"4_4",6506,"Model","Accurate"
"4_4",6602,"Model","Accurate"
"4_4",6701,"Model","Accurate"
"4_4",6800,"Model","Accurate"
"4_4",7207,"Model","Accurate"
"4_4",7301,"Model","Accurate"
"4_4",7602,"Model","Accurate"
"4_4",7798,"Model","Accurate"
"4_4",8001,"Model","Accurate"
"4_4",8104,"Model","Accurate"
"4_4",8210,"Model","Accurate"
"4_4",8401,"Model","Accurate"
"4_4",8491,"Model","Accurate"
"4_4",8602,"Model","Accurate"
"4_4",8803,"Model","Accurate"
"4_4",9204,"Model","Accurate"
"4_4",9401,"Model","Accurate"
"4_4",9502,"Model","Accurate"
"4_4",9605,"Model","Accurate"
"4_4",9970,"Model","Inaccurate"
"4_4",10003,"Model","Accurate"
"4_4",10201,"Model","Accurate"
"4_4",10305,"Model","Accurate"
"4_4",10403,"Model","Accurate"
"4_4",10504,"Model","Accurate"
"4_4",10604,"Model","Accurate"
"4_4",10802,"Model","Accurate"
"4_4",10901,"Model","Accurate"
"4_4",11002,"Model","Accurate"
"4_4",11097,"Model","Accurate"
"4_4",11336,"Model","Inaccurate"
"4_4",11503,"Model","Accurate"
"4_4",11700,"Model","Accurate"
"4_4",11801,"Model","Accurate"
"4_4",11999,"Model","Accurate"
"4_4",12099,"Model","Accurate"
"4_4",12159,"Model","Inaccurate"
"4_4",12298,"Model","Accurate"
"4_4",12400,"Model","Accurate"
"4_4",12500,"Model","Accurate"
"4_4",12606,"Model","Accurate"
"4_4",12705,"Model","Accurate"
"4_4",12802,"Model","Accurate"
"4_4",12907,"Model","Accurate"
"4_4",13001,"Model","Accurate"
"4_4",13101,"Model","Accurate"
"4_4",13199,"Model","Accurate"
"4_4",13502,"Model","Accurate"
"4_4",13595,"Model","Accurate Duplicate"
"4_4",13599,"Model","Accurate Duplicate"
"4_4",13614,"Model","Accurate Duplicate"
"4_4",13676,"Model","Inaccurate"
"4_4",13708,"Model","Accurate Duplicate"
"4_4",13719,"Model","Accurate Duplicate"
"4_4",13898,"Model","Accurate Duplicate"
"4_4",13912,"Model","Accurate Duplicate"
"4_4",13920,"Model","Accurate Duplicate"
"4_4",14100,"Model","Accurate"
"4_4",14200,"Model","Accurate"
"4_4",14303,"Model","Accurate"
"4_4",14395,"Model","Accurate"
"4_4",14505,"Model","Accurate"
"4_4",14700,"Model","Accurate"
"4_4",14900,"Model","Accurate Duplicate"
"4_4",14904,"Model","Accurate Duplicate"
"4_4",15005,"Model","Accurate"
"4_4",15505,"Model","Accurate"
"4_4",15699,"Model","Accurate"
"4_4",15905,"Model","Accurate"
"4_4",16000,"Model","Accurate Duplicate"
"4_4",16003,"Model","Accurate Duplicate"
"4_4",16109,"Model","Accurate"
"4_4",16144,"Model","Inaccurate"
"4_4",16198,"Model","Accurate"
"4_4",16394,"Model","Accurate"
"4_4",16503,"Model","Accurate"
"4_4",16602,"Model","Accurate"
"4_4",16702,"Model","Accurate"
"4_4",16897,"Model","Accurate"
"4_4",16998,"Model","Accurate"
"4_4",17202,"Model","Accurate"
"4_4",17402,"Model","Accurate"
"4_4",18399,"Model","Accurate"
"4_4",18500,"Model","Accurate"
"4_4",18605,"Model","Accurate"
"4_4",18904,"Model","Accurate"
"4_4",18999,"Model","Accurate Duplicate"
"4_4",19018,"Model","Accurate Duplicate"
"4_4",19103,"Model","Accurate"
"4_4",19203,"Model","Accurate"
"4_4",19303,"Model","Accurate"
"4_4",19408,"Model","Accurate"
"4_4",19491,"Model","Accurate Duplicate"
"4_4",19500,"Model","Accurate Duplicate"
"4_4",19505,"Model","Accurate Duplicate"
"4_4",19603,"Model","Accurate"
"4_4",19701,"Model","Accurate"
"4_4",19900,"Model","Accurate"
"4_4",19994,"Model","Accurate Duplicate"
"4_4",20008,"Model","Accurate Duplicate"
"4_4",20100,"Model","Accurate"
"4_4",20197,"Model","Accurate"
"4_4",20705,"Model","Accurate"
"4_4",20792,"Model","Accurate"
"4_4",20986,"Model","Accurate Duplicate"
"4_4",21003,"Model","Accurate Duplicate"
"4_4",21123,"Model","Inaccurate"
"4_4",21406,"Model","Accurate"
"4_4",21600,"Model","Accurate"
"4_4",21803,"Model","Accurate"
"4_4",21998,"Model","Accurate"
"4_4",22303,"Model","Accurate"
"4_4",22403,"Model","Accurate"
"4_4",22595,"Model","Accurate Duplicate"
"4_4",22609,"Model","Accurate Duplicate"
"4_4",22702,"Model","Accurate"
"4_4",22806,"Model","Accurate"
"4_4",22900,"Model","Accurate"
"4_4",23097,"Model","Accurate"
"4_4",23406,"Model","Accurate"
"4_4",23606,"Model","Accurate"
"4_4",23803,"Model","Accurate"
"4_4",23904,"Model","Accurate"
"4_4",24003,"Model","Accurate Duplicate"
"4_4",24006,"Model","Accurate Duplicate"
"4_4",24106,"Model","Accurate"
"4_4",24500,"Model","Accurate"
"4_4",24603,"Model","Accurate"
"4_4",24702,"Model","Accurate"
"4_4",24806,"Model","Accurate"
"4_4",24898,"Model","Accurate"
"4_4",25000,"Model","Accurate"
"4_4",25108,"Model","Accurate"
"4_4",25203,"Model","Accurate"
"4_4",25302,"Model","Accurate"
"4_4",25602,"Model","Accurate"
"4_4",25703,"Model","Accurate"
"4_4",25806,"Model","Accurate"
"4_4",26302,"Model","Accurate"
"4_4",26699,"Model","Accurate"
"4_4",26903,"Model","Accurate"
"4_4",27001,"Model","Accurate"
"4_4",27303,"Model","Accurate"
"4_4",27702,"Model","Accurate"
"4_4",27783,"Model","Accurate"
"4_4",27804,"Model","Accurate"
"4_4",27913,"Model","Accurate Duplicate"
"4_4",27931,"Model","Inaccurate Duplicate"
"4_4",27976,"Model","Inaccurate"
"4_4",28003,"Model","Accurate"
"4_4",28105,"Model","Accurate"
"4_4",28403,"Model","Accurate"
"4_4",28593,"Model","Accurate Duplicate"
"4_4",28603,"Model","Accurate Duplicate"
"4_4",28901,"Model","Accurate"
"4_4",28936,"Model","Inaccurate"
"4_4",29002,"Model","Accurate"
"4_4",29071,"Model","Inaccurate"
"4_4",29108,"Model","Accurate Duplicate"
"4_4",29109,"Model","Accurate Duplicate"
"4_4",29408,"Model","Accurate"
"4_4",29604,"Model","Accurate"
"4_4",29793,"Model","Accurate Duplicate"
"4_4",29799,"Model","Accurate Duplicate"
"4_4",29901,"Model","Accurate"
"4_4",29998,"Model","Accurate Duplicate"
"4_4",30004,"Model","Accurate Duplicate"
"4_4",30097,"Model","Accurate Duplicate"
"4_4",30111,"Model","Accurate Duplicate"
"4_4",30202,"Model","Accurate"
"4_4",30398,"Model","Accurate"
"4_4",30695,"Model","Accurate"
"4_4",31302,"Model","Accurate"
"4_4",31404,"Model","Accurate"
"4_4",31505,"Model","Accurate Duplicate"
"4_4",31523,"Model","Inaccurate Duplicate"
"4_4",31600,"Model","Accurate"
"4_4",31703,"Model","Accurate"
"4_4",31794,"Model","Accurate"
"4_4",32102,"Model","Accurate"
"4_4",32202,"Model","Accurate"
"4_4",32503,"Model","Accurate"
"4_4",32601,"Model","Accurate"
"4_4",32702,"Model","Accurate"
"4_4",32801,"Model","Accurate"
"4_4",32898,"Model","Accurate"
"4_4",33002,"Model","Accurate"
"4_4",33203,"Model","Accurate"
"4_4",33301,"Model","Accurate"
"4_4",33502,"Model","Accurate"
"4_4",33602,"Model","Accurate"
"4_4",33704,"Model","Accurate"
"4_4",33803,"Model","Accurate"
"4_4",33895,"Model","Accurate"
"4_4",34001,"Model","Accurate"
"4_4",34301,"Model","Accurate"
"4_4",34403,"Model","Accurate"
"4_4",34602,"Model","Accurate"
"4_4",34688,"Model","Accurate"
"4_4",34719,"Model","Accurate"
"4_4",34901,"Model","Accurate"
"4_4",35104,"Model","Accurate"
"4_4",35299,"Model","Accurate Duplicate"
"4_4",35305,"Model","Accurate Duplicate"
"4_4",35403,"Model","Accurate"
"4_4",35501,"Model","Accurate"
"4_4",35601,"Model","Accurate"
"4_4",35699,"Model","Accurate"
"4_4",35806,"Model","Accurate"
"4_4",35902,"Model","Accurate Duplicate"
"4_4",35912,"Model","Accurate Duplicate"
"4_4",36000,"Model","Accurate"
"4_4",36698,"Model","Accurate"
"4_4",36796,"Model","Accurate"
"4_4",36992,"Model","Accurate"
"4_4",37398,"Model","Accurate"
"4_4",37591,"Model","Accurate Duplicate"
"4_4",37602,"Model","Accurate Duplicate"
"4_4",37803,"Model","Accurate"
"4_4",37900,"Model","Accurate"
"4_4",38103,"Model","Accurate"
"4_4",38301,"Model","Accurate"
"4_4",38394,"Model","Accurate Duplicate"
"4_4",38401,"Model","Accurate Duplicate"
"4_4",38502,"Model","Accurate"
"4_4",38604,"Model","Accurate"
"4_4",38691,"Model","Accurate Duplicate"
